record_no,standardized_names,name,longitude,latitude,issues,prov,key,scientificName,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,elevation,elevationAccuracy,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,municipality,locality,datasetName,collectionCode,language,gbifID,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,identifiedBy,occurrenceRemarks,individualCount,continent,nomenclaturalStatus,nomenclaturalCode,county,taxonID,bibliographicCitation,collectionID,institutionID,rights,coordinateUncertaintyInMeters,references,habitat,preparations,verbatimEventDate,georeferenceProtocol,endDayOfYear,startDayOfYear,georeferenceSources,georeferencedBy,dynamicProperties,http://unknown.org/recordId,georeferenceVerificationStatus,otherCatalogNumbers,http://unknown.org/recordEnteredBy,higherClassification,higherGeography,organismID,locationID,datasetID,accessRights,fieldNumber,eventRemarks,taxonRemarks,typeStatus,typifiedName,establishmentMeans,georeferenceRemarks,previousIdentifications,fieldNotes,verbatimElevation,georeferencedDate,verbatimCoordinateSystem,created,associatedSequences,verbatimLocality,organismRemarks,organismQuantity,organismQuantityType,eventID,http://rs.tdwg.org/dwc/terms/organismQuantity,higherGeographyID,http://rs.tdwg.org/dwc/terms/organismQuantityType,parentEventID,identificationRemarks,associatedTaxa,reproductiveCondition,http://unknown.org/nick,http://unknown.org/occurrenceDetails,eventTime,identificationID,informationWithheld
14,Acosmium cardenasii,Acosmium cardenasii H.S.Irwin & Arroyo,-57.574722,-19.283056,gass84,gbif,1077326205,Acosmium cardenasii H.S.Irwin & Arroyo,f9e1895f-4f52-45e7-aa4f-4dea366b7d2d,aa3e4a95-dc4c-45fa-9c0a-cecad3a1511f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:09:13.319+0000,2020-07-12T12:09:39.033+0000,226,PRESERVED_SPECIMEN,2970530,6,7707728,220,1370,5386,2970503,2970530,2970530,Acosmium cardenasii H.S.Irwin & Arroyo,Plantae,Tracheophyta,Fabales,Fabaceae,Acosmium,Acosmium cardenasii,Acosmium,cardenasii,SPECIES,ACCEPTED,2004-10-01T00:00:00,255,0,Ms,2004,10,19,12710,2019-07-02T17:59:49.000+0000,2020-07-12T12:09:39.033+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,CPAP - Herbбrio CPAP,BRA:CPAP:CPAP:24957,1180,Corumbб,"Sopй da Serra Santa Cruz, Planalto Residual do Urucum. Escarpa de Floresta Estacional Decidual.",CPAP - Herbбrio CPAP,CPAP,pt,1077326205,BRA:CPAP:CPAP:24957,Collection,24957,"Silva, R. R.; Silva, R.",Empresa Brasileira de Pesquisa Agropecuбria,Empresa Brasileira de Pesquisa Agropecuбria,R. R. Silva,Бrvore de 7m de altura. Flores amarelas.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Acosmium cardenasii,Acosmium cardenasii H.S.Irwin & Arroyo,-57.849444,-19.233056,gass84,gbif,1077578957,Acosmium cardenasii H.S.Irwin & Arroyo,f45c5ee0-e5ec-42e3-a80a-07318144efa4,202d5f34-ff58-4ad7-964f-c947ce18078e,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:05:35.499+0000,2020-07-12T12:07:22.318+0000,219,PRESERVED_SPECIMEN,2970530,6,7707728,220,1370,5386,2970503,2970530,2970530,Acosmium cardenasii H.S.Irwin & Arroyo,Plantae,Tracheophyta,Fabales,Fabaceae,Acosmium,Acosmium cardenasii,Acosmium,cardenasii,SPECIES,ACCEPTED,2004-10-01T00:00:00,344,0,Mato Grosso do Sul,2004,10,20,12711,2019-02-22T14:46:08.000+0000,2020-07-12T12:07:22.318+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,IPA - Herbбrio - IPA Dбrdano de Andrade Lima,BRA:IPA:IPA:85697,1186,Corumba,"Serra do Jacadigo, Planalto Residual do Urucum.",IPA - Herbбrio - IPA Dбrdano de Andrade Lima,IPA,pt,1077578957,BRA:IPA:IPA:85697,Collection,85697,"Silva, R.R.; Velбsquez, J.S.; Velбsquez, J.S.",IPA,Empresa Pernambucana de Pesquisa Agropecuбria,"Silva, R.R.",Бrvore de 5 m de altura. Flores amarelas. Solo ferruginoso.,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Acosmium cardenasii,Acosmium cardenasii H.S.Irwin & Arroyo,-57.574722,-19.283056,gass84,gbif,1089083183,Acosmium cardenasii H.S.Irwin & Arroyo,7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:20:05.878+0000,2020-07-12T12:22:44.294+0000,205,PRESERVED_SPECIMEN,2970530,6,7707728,220,1370,5386,2970503,2970530,2970530,Acosmium cardenasii H.S.Irwin & Arroyo,Plantae,Tracheophyta,Fabales,Fabaceae,Acosmium,Acosmium cardenasii,Acosmium,cardenasii,SPECIES,ACCEPTED,2004-10-01T00:00:00,NA,NA,Mato Grosso do Sul,2004,10,19,12710,2019-08-20T13:11:50.000+0000,2020-07-12T12:22:44.294+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,UEC - Herbбrio da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:140850,1180,Corumbб,"Sopй da Serra Santa Cruz, Planalto Residual do Urucum. &nf;Escarpa de Floresta Estacional Decidual.",UEC - Herbбrio da Universidade Estadual de Campinas,UEC,pt,1089083183,BRA:UNICAMP:UEC:140850,Collection,140850,"Silva, RR; Silva, R",UNICAMP,Universidade Estadual de Campinas,"Silva, RR","Бrvore de 7,0 m de altura. Flores amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Acosmium cardenasii,Acosmium cardenasii H.S.Irwin & Arroyo,-57.641667,-19.19175,gass84,gbif,1089083462,Acosmium cardenasii H.S.Irwin & Arroyo,7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:20:05.878+0000,2020-07-12T12:22:44.318+0000,205,PRESERVED_SPECIMEN,2970530,6,7707728,220,1370,5386,2970503,2970530,2970530,Acosmium cardenasii H.S.Irwin & Arroyo,Plantae,Tracheophyta,Fabales,Fabaceae,Acosmium,Acosmium cardenasii,Acosmium,cardenasii,SPECIES,ACCEPTED,2004-10-01T00:00:00,263,0,Mato Grosso do Sul,2004,10,27,12718,2019-08-20T13:11:50.000+0000,2020-07-12T12:22:44.318+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,UEC - Herbбrio da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:141149,1249,Corumbб,Planalto Residual do Urucum. Vale de Floresta estacional Decidual.,UEC - Herbбrio da Universidade Estadual de Campinas,UEC,pt,1089083462,BRA:UNICAMP:UEC:141149,Collection,141149,"Silva, RR; Calisto",UNICAMP,Universidade Estadual de Campinas,"Silva, RR","Бrvore, 4,5 m. de altura. Flores amarelas. Solo minйrio de ferro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Acosmium cardenasii,Acosmium cardenasii H.S.Irwin & Arroyo,-57.634278,-19.264917,gass84,gbif,1089083749,Acosmium cardenasii H.S.Irwin & Arroyo,7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:20:05.878+0000,2020-07-12T12:22:44.310+0000,205,PRESERVED_SPECIMEN,2970530,6,7707728,220,1370,5386,2970503,2970530,2970530,Acosmium cardenasii H.S.Irwin & Arroyo,Plantae,Tracheophyta,Fabales,Fabaceae,Acosmium,Acosmium cardenasii,Acosmium,cardenasii,SPECIES,ACCEPTED,2004-10-01T00:00:00,159,0,Mato Grosso do Sul,2004,10,25,12716,2019-08-20T13:11:50.000+0000,2020-07-12T12:22:44.310+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,UEC - Herbбrio da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:141465,1224,Corumbб,"Serra Sгo Domingos, Planalto Residual do Urucum. Acesso pelo areгo do Sr. Wilson. Interior de Floresta Estacional Decidual.",UEC - Herbбrio da Universidade Estadual de Campinas,UEC,pt,1089083749,BRA:UNICAMP:UEC:141465,Collection,141465,"Silva, RR; Velбsquez, JS",UNICAMP,Universidade Estadual de Campinas,"Silva, RR",Бrvore de 10m de altura. Flores amarelas. solo areno-ferruginoso.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Acosmium cardenasii,Acosmium cardenasii H.S.Irwin & Arroyo,-57.849528,-19.235278,gass84,gbif,1089084545,Acosmium cardenasii H.S.Irwin & Arroyo,7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:20:05.878+0000,2020-07-12T12:22:44.278+0000,205,PRESERVED_SPECIMEN,2970530,6,7707728,220,1370,5386,2970503,2970530,2970530,Acosmium cardenasii H.S.Irwin & Arroyo,Plantae,Tracheophyta,Fabales,Fabaceae,Acosmium,Acosmium cardenasii,Acosmium,cardenasii,SPECIES,ACCEPTED,NA,NA,NA,Mato Grosso do Sul,2004,10,20,12711,2019-08-20T13:11:50.000+0000,2020-07-12T12:22:44.278+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,UEC - Herbбrio da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:142420,1186,Corumbб,"Serra do Jacadigo, Planalto Residual do Urucum.",UEC - Herbбrio da Universidade Estadual de Campinas,UEC,pt,1089084545,BRA:UNICAMP:UEC:142420,Collection,142420,"Silva, RR; Velбsquez, JS",UNICAMP,Universidade Estadual de Campinas,NA,бrvore de 5 m de altura. Flores amarelas. Solo ferruginoso.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Acosmium cardenasii,Acosmium cardenasii H.S.Irwin & Arroyo,-57.526528,-19.223111,gass84,gbif,1089084586,Acosmium cardenasii H.S.Irwin & Arroyo,7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:20:05.878+0000,2020-07-12T12:22:45.194+0000,205,PRESERVED_SPECIMEN,2970530,6,7707728,220,1370,5386,2970503,2970530,2970530,Acosmium cardenasii H.S.Irwin & Arroyo,Plantae,Tracheophyta,Fabales,Fabaceae,Acosmium,Acosmium cardenasii,Acosmium,cardenasii,SPECIES,ACCEPTED,2004-10-01T00:00:00,442,0,Mato Grosso do Sul,2004,10,18,12709,2019-08-20T13:11:50.000+0000,2020-07-12T12:22:45.194+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,UEC - Herbбrio da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:142442,1175,Corumbб,"Serra Grande, Planalto Residual do Urucum. Interior de Floresta Estacional Semidecidual.",UEC - Herbбrio da Universidade Estadual de Campinas,UEC,pt,1089084586,BRA:UNICAMP:UEC:142442,Collection,142442,"Silva, RR; Velбsquez, JS",UNICAMP,Universidade Estadual de Campinas,"Silva, RR","Бrvore de 11m de altura. Flores amarelas, perfumadas. Solo ferruginoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Acosmium cardenasii,Acosmium cardenasii H.S.Irwin & Arroyo,-57.659722,-19.195278,gass84,gbif,1077326224,Acosmium cardenasii H.S.Irwin & Arroyo,f9e1895f-4f52-45e7-aa4f-4dea366b7d2d,aa3e4a95-dc4c-45fa-9c0a-cecad3a1511f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:09:13.319+0000,2020-07-12T12:09:39.013+0000,226,PRESERVED_SPECIMEN,2970530,6,7707728,220,1370,5386,2970503,2970530,2970530,Acosmium cardenasii H.S.Irwin & Arroyo,Plantae,Tracheophyta,Fabales,Fabaceae,Acosmium,Acosmium cardenasii,Acosmium,cardenasii,SPECIES,ACCEPTED,2004-11-01T00:00:00,199,0,Ms,2004,11,25,12747,2019-07-02T17:59:49.000+0000,2020-07-12T12:09:39.013+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,CPAP - Herbбrio CPAP,BRA:CPAP:CPAP:24982,1313,Corumbб,"Serra Tromba dos Macacos, Planalto Residual do Urucum. Acesso pela Fazenda Vovф Osvaldo. Interior de Floresta Estacional Decidual. Solo ferruginoso.",CPAP - Herbбrio CPAP,CPAP,pt,1077326224,BRA:CPAP:CPAP:24982,Collection,24982,"Silva, R. R.; Velasquez, J.S.",Empresa Brasileira de Pesquisa Agropecuбria,Empresa Brasileira de Pesquisa Agropecuбria,R. R. Silva,Бrvore de 8m de altura. Fruto imaturo verde.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Acosmium cardenasii,Acosmium cardenasii H.S.Irwin & Arroyo,-57.862344,-19.363889,gass84,gbif,1077578937,Acosmium cardenasii H.S.Irwin & Arroyo,f45c5ee0-e5ec-42e3-a80a-07318144efa4,202d5f34-ff58-4ad7-964f-c947ce18078e,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:05:35.499+0000,2020-07-12T12:07:22.217+0000,219,PRESERVED_SPECIMEN,2970530,6,7707728,220,1370,5386,2970503,2970530,2970530,Acosmium cardenasii H.S.Irwin & Arroyo,Plantae,Tracheophyta,Fabales,Fabaceae,Acosmium,Acosmium cardenasii,Acosmium,cardenasii,SPECIES,ACCEPTED,2004-11-01T00:00:00,403,0,Mato Grosso do Sul,2004,11,24,12746,2019-02-22T14:46:08.000+0000,2020-07-12T12:07:22.217+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,IPA - Herbбrio - IPA Dбrdano de Andrade Lima,BRA:IPA:IPA:85701,1304,Corumbб,"Serra Grande, Planalto Residual do Urucum.",IPA - Herbбrio - IPA Dбrdano de Andrade Lima,IPA,pt,1077578937,BRA:IPA:IPA:85701,Collection,85701,"Silva, R.R.; Velбsquez, J.S.; Velбsquez, J.S.",IPA,Empresa Pernambucana de Pesquisa Agropecuбria,"Silva, R.R.",Бrvore de 8m de altura. Frutos imaturos verdes. Solo areno-ferruginoso.; Interior de Floresta Estacional Decidual.,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Acosmium cardenasii,Acosmium cardenasii H.S.Irwin & Arroyo,-57.523889,-19.157306,gass84,gbif,1089083548,Acosmium cardenasii H.S.Irwin & Arroyo,7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:20:05.878+0000,2020-07-12T12:22:44.274+0000,205,PRESERVED_SPECIMEN,2970530,6,7707728,220,1370,5386,2970503,2970530,2970530,Acosmium cardenasii H.S.Irwin & Arroyo,Plantae,Tracheophyta,Fabales,Fabaceae,Acosmium,Acosmium cardenasii,Acosmium,cardenasii,SPECIES,ACCEPTED,2004-11-01T00:00:00,318,0,Mato Grosso do Sul,2004,11,18,12740,2019-08-20T13:11:50.000+0000,2020-07-12T12:22:44.274+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,UEC - Herbбrio da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:141269,1282,Ladбrio,"Serra do Rabichгo, Planalto Residual do Urucum. Acesso pela Fazenda Uruba. Interior de Floresta Estacional Decidual.",UEC - Herbбrio da Universidade Estadual de Campinas,UEC,pt,1089083548,BRA:UNICAMP:UEC:141269,Collection,141269,"Silva, RR; Silva, MV",UNICAMP,Universidade Estadual de Campinas,"Silva, RR",Бrvore de 12 m de altura. Frutos imaturos verdes. Solo ferruginoso.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Acosmium cardenasii,Acosmium cardenasii H.S.Irwin & Arroyo,-57.659917,-19.195417,gass84,gbif,1089084205,Acosmium cardenasii H.S.Irwin & Arroyo,7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:20:05.878+0000,2020-07-12T12:22:45.110+0000,205,PRESERVED_SPECIMEN,2970530,6,7707728,220,1370,5386,2970503,2970530,2970530,Acosmium cardenasii H.S.Irwin & Arroyo,Plantae,Tracheophyta,Fabales,Fabaceae,Acosmium,Acosmium cardenasii,Acosmium,cardenasii,SPECIES,ACCEPTED,2004-11-01T00:00:00,199,0,Mato Grosso do Sul,2004,11,25,12747,2019-08-20T13:11:50.000+0000,2020-07-12T12:22:45.110+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,UEC - Herbбrio da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:141950,1313,Corumbб,"Serra Tromba dos Macacos, Planalto Residual do Urucum. Acesso pela Fazenda Vovф Osvaldo. Interior de Floresta Estacional Decidual.",UEC - Herbбrio da Universidade Estadual de Campinas,UEC,pt,1089084205,BRA:UNICAMP:UEC:141950,Collection,141950,"Silva, RR; Velбsquez, JS",UNICAMP,Universidade Estadual de Campinas,"Silva, RR",Бrvore de 8m de altura. Fruto imaturo verde. Solo ferruginoso.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Acosmium cardenasii,Acosmium cardenasii H.S.Irwin & Arroyo,-57.5145,-19.215111,gass84,gbif,1089084591,Acosmium cardenasii H.S.Irwin & Arroyo,7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:20:05.878+0000,2020-07-12T12:22:44.300+0000,205,PRESERVED_SPECIMEN,2970530,6,7707728,220,1370,5386,2970503,2970530,2970530,Acosmium cardenasii H.S.Irwin & Arroyo,Plantae,Tracheophyta,Fabales,Fabaceae,Acosmium,Acosmium cardenasii,Acosmium,cardenasii,SPECIES,ACCEPTED,2004-11-01T00:00:00,403,0,Mato Grosso do Sul,2004,11,24,12746,2019-08-20T13:11:50.000+0000,2020-07-12T12:22:44.300+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,UEC - Herbбrio da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:142452,1304,Corumbб,"Serra Grande, Planalto Residual do Urucum. Interior de Floresta Estacional Decidual.",UEC - Herbбrio da Universidade Estadual de Campinas,UEC,pt,1089084591,BRA:UNICAMP:UEC:142452,Collection,142452,"Silva, RR; Velбsquez, JS",UNICAMP,Universidade Estadual de Campinas,"Silva, RR",Бrvore de 8m de altura. Frutos imaturos verdes. Solo areno-ferruginoso.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Acosmium cardenasii,Acosmium cardenasii H.S.Irwin & Arroyo,-57.847889,-19.235917,gass84,gbif,1089084811,Acosmium cardenasii H.S.Irwin & Arroyo,7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:20:05.878+0000,2020-07-12T12:22:45.174+0000,205,PRESERVED_SPECIMEN,2970530,6,7707728,220,1370,5386,2970503,2970530,2970530,Acosmium cardenasii H.S.Irwin & Arroyo,Plantae,Tracheophyta,Fabales,Fabaceae,Acosmium,Acosmium cardenasii,Acosmium,cardenasii,SPECIES,ACCEPTED,2004-11-01T00:00:00,327,0,Mato Grosso do Sul,2004,11,23,12745,2019-08-20T13:11:54.000+0000,2020-07-12T12:22:45.174+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,UEC - Herbбrio da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:142675,1296,Corumbб,Acesso pela Fazenda Dois Coraзхes. Interior de Floresta Estacional Decidual. Solo ferruginoso.,UEC - Herbбrio da Universidade Estadual de Campinas,UEC,pt,1089084811,BRA:UNICAMP:UEC:142675,Collection,142675,"Silva, RR; Velбsquez, JS",UNICAMP,Universidade Estadual de Campinas,"Silva, RR",Бrvore de 10 m. de altura. Frutos imaturos verdes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Acosmium cardenasii,Acosmium cardenasii H.S.Irwin & Arroyo,-57.483333,-19.066667,gass84,gbif,1077326080,Acosmium cardenasii H.S.Irwin & Arroyo,f9e1895f-4f52-45e7-aa4f-4dea366b7d2d,aa3e4a95-dc4c-45fa-9c0a-cecad3a1511f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:09:13.319+0000,2020-07-12T12:09:38.990+0000,226,PRESERVED_SPECIMEN,2970530,6,7707728,220,1370,5386,2970503,2970530,2970530,Acosmium cardenasii H.S.Irwin & Arroyo,Plantae,Tracheophyta,Fabales,Fabaceae,Acosmium,Acosmium cardenasii,Acosmium,cardenasii,SPECIES,ACCEPTED,2004-12-01T00:00:00,103,0,Ms,2004,12,9,12761,2019-07-02T17:59:49.000+0000,2020-07-12T12:09:38.990+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,CPAP - Herbбrio CPAP,BRA:CPAP:CPAP:24830,619,Ladбrio,"Serra do Rabichгo, Planalto Residual do Urucum. Borda de Floresta Estacional Decidual. Estrada de acesso а Fazenda Carandб. Solo ferruginoso.",CPAP - Herbбrio CPAP,CPAP,pt,1077326080,BRA:CPAP:CPAP:24830,Collection,24830,"Silva, R. R.; Silva, M.V.",Empresa Brasileira de Pesquisa Agropecuбria,Empresa Brasileira de Pesquisa Agropecuбria,R. R. Silva,Бrvore de 6m de altura. Frutos imaturos verdes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
