record_no,standardized_names,name,longitude,latitude,issues,prov,key,scientificName,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,elevation,elevationAccuracy,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,municipality,locality,datasetName,collectionCode,language,gbifID,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,identifiedBy,occurrenceRemarks,individualCount,continent,nomenclaturalStatus,nomenclaturalCode,county,taxonID,bibliographicCitation,collectionID,institutionID,rights,coordinateUncertaintyInMeters,references,habitat,preparations,verbatimEventDate,georeferenceProtocol,endDayOfYear,startDayOfYear,georeferenceSources,georeferencedBy,dynamicProperties,http://unknown.org/recordId,georeferenceVerificationStatus,otherCatalogNumbers,http://unknown.org/recordEnteredBy,higherClassification,higherGeography,organismID,locationID,datasetID,accessRights,fieldNumber,eventRemarks,taxonRemarks,typeStatus,typifiedName,establishmentMeans,georeferenceRemarks,previousIdentifications,fieldNotes,verbatimElevation,georeferencedDate,verbatimCoordinateSystem,created,associatedSequences,verbatimLocality,organismRemarks,organismQuantity,organismQuantityType,eventID,http://rs.tdwg.org/dwc/terms/organismQuantity,higherGeographyID,http://rs.tdwg.org/dwc/terms/organismQuantityType,parentEventID,identificationRemarks,associatedTaxa,reproductiveCondition,http://unknown.org/nick,http://unknown.org/occurrenceDetails,eventTime,identificationID,informationWithheld
271,Arachis chiquitana,Arachis chiquitana Krapov. & W.C.Greg.,-60.71667,-17.83333,"bri,gass84",gbif,40107851,Arachis chiquitana Krapov. & W.C.Greg.,85802736-f762-11e1-a439-00145eb45e9a,83e105d0-1e21-11de-85d0-fe7fa1df8ee2,6032470c-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2020-05-29T21:41:55.708+0000,2020-06-08T22:39:33.998+0000,62,UNKNOWN,5353806,6,7707728,220,1370,5386,2956684,5353806,5353806,Arachis chiquitana Krapov. & W.C.Greg.,Plantae,Tracheophyta,Fabales,Fabaceae,Arachis,Arachis chiquitana,Arachis,chiquitana,SPECIES,ACCEPTED,NA,340,NA,NA,NA,NA,NA,NA,NA,2020-06-08T22:39:33.998+0000,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,Magnoliopsida,BO,list(),list(),"Bolivia, Plurinational State of",NA,40107851,NA,NA,"Estancia El Cinco, 5km north of San Jose de Chiquitos, Santa  Cruz",NA,USA016,NA,40107851,NA,NA,1370940,NA,USA016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,Arachis chiquitana,Arachis chiquitana Krapov. & W.C.Greg.,-60.75,-17.83333,"bri,gass84",gbif,40107853,Arachis chiquitana Krapov. & W.C.Greg.,85802736-f762-11e1-a439-00145eb45e9a,83e105d0-1e21-11de-85d0-fe7fa1df8ee2,6032470c-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2020-05-29T21:41:55.708+0000,2020-06-08T22:39:34.056+0000,62,UNKNOWN,5353806,6,7707728,220,1370,5386,2956684,5353806,5353806,Arachis chiquitana Krapov. & W.C.Greg.,Plantae,Tracheophyta,Fabales,Fabaceae,Arachis,Arachis chiquitana,Arachis,chiquitana,SPECIES,ACCEPTED,NA,350,NA,NA,NA,NA,NA,NA,NA,2020-06-08T22:39:34.056+0000,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,Magnoliopsida,BO,list(),list(),"Bolivia, Plurinational State of",NA,40107853,NA,NA,"Gasoline station, San Jose de Chiquitos, Santa Cruz",NA,USA016,NA,40107853,NA,NA,1370946,NA,USA016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,Arachis chiquitana,Arachis chiquitana Krapov. & W.C.Greg.,-60.78,-17.78,"gass84,preswcd",gbif,416844991,Arachis chiquitana Krapov. & W.C.Greg.,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,b6f05cf0-43ce-11d9-8439-b8a03c50a862,6061a4a2-f762-11e1-a439-00145eb45e9a,AR,DWC_ARCHIVE,2020-05-29T05:01:11.289+0000,2020-06-08T20:25:36.978+0000,128,PRESERVED_SPECIMEN,5353806,6,7707728,220,1370,5386,2956684,5353806,5353806,Arachis chiquitana Krapov. & W.C.Greg.,Plantae,Tracheophyta,Fabales,Fabaceae,Arachis,Arachis chiquitana,Arachis,chiquitana,SPECIES,ACCEPTED,NA,NA,NA,Santa Cruz,NA,NA,NA,NA,NA,2020-06-08T20:25:36.978+0000,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,Magnoliopsida,BO,list(),list(),"Bolivia, Plurinational State of",NA,416844991,NA,NA,"30 km NE de San Josй. Puesto San Marcos, del Dr. Modesto Lуpez",NA,HERB,NA,416844991,NA,NA,229366,"Krapovickas, A.",SI,NA,-,NA,NA,NA,NA,NA,Chiquitos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,Arachis chiquitana,Arachis chiquitana Krapov. & W.C.Greg.,-60.43,-17.5,"bri,gass84",gbif,42250520,Arachis chiquitana Krapov. & W.C.Greg.,85818aea-f762-11e1-a439-00145eb45e9a,a3c228d0-3110-11db-abb8-b8a03c50a862,60361c38-f762-11e1-a439-00145eb45e9a,NA,DWC_ARCHIVE,2020-05-29T21:41:53.660+0000,2020-06-08T16:56:25.524+0000,62,UNKNOWN,5353806,6,7707728,220,1370,5386,2956684,5353806,5353806,Arachis chiquitana Krapov. & W.C.Greg.,Plantae,Tracheophyta,Fabales,Fabaceae,Arachis,Arachis chiquitana,Arachis,chiquitana,SPECIES,ACCEPTED,NA,340,NA,NA,NA,NA,NA,NA,NA,2020-06-08T16:56:25.524+0000,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,Magnoliopsida,BO,list(),list(),"Bolivia, Plurinational State of",NA,42250520,NA,NA,"Santa Cruz Est. El Cinco, 5km N of San Jose de Chiquitos",NA,ICRISATGN - Groundnut Collection,NA,42250520,NA,NA,ICRISATGN-11560,NA,IND002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,Arachis chiquitana,Arachis chiquitana Krapov. & W.C.Greg.,-60.45,-17.49,"bri,gass84",gbif,42265436,Arachis chiquitana Krapov. & W.C.Greg.,85818aea-f762-11e1-a439-00145eb45e9a,a3c228d0-3110-11db-abb8-b8a03c50a862,60361c38-f762-11e1-a439-00145eb45e9a,NA,DWC_ARCHIVE,2020-05-29T21:41:53.660+0000,2020-06-08T16:56:26.794+0000,62,UNKNOWN,5353806,6,7707728,220,1370,5386,2956684,5353806,5353806,Arachis chiquitana Krapov. & W.C.Greg.,Plantae,Tracheophyta,Fabales,Fabaceae,Arachis,Arachis chiquitana,Arachis,chiquitana,SPECIES,ACCEPTED,NA,350,NA,NA,NA,NA,NA,NA,NA,2020-06-08T16:56:26.794+0000,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,Magnoliopsida,BO,list(),list(),"Bolivia, Plurinational State of",NA,42265436,NA,NA,"Santa Cruz Small arroyo, 4 km N of San Josй de Chiquitos",NA,ICRISATGN - Groundnut Collection,NA,42265436,NA,NA,ICRISATGN-13181,NA,IND002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,Arachis chiquitana,Arachis chiquitana Krapov. & W.C.Greg.,-60.45,-17.5,"bri,gass84",gbif,42265634,Arachis chiquitana Krapov. & W.C.Greg.,85818aea-f762-11e1-a439-00145eb45e9a,a3c228d0-3110-11db-abb8-b8a03c50a862,60361c38-f762-11e1-a439-00145eb45e9a,NA,DWC_ARCHIVE,2020-05-29T21:41:53.660+0000,2020-06-08T16:56:26.795+0000,62,UNKNOWN,5353806,6,7707728,220,1370,5386,2956684,5353806,5353806,Arachis chiquitana Krapov. & W.C.Greg.,Plantae,Tracheophyta,Fabales,Fabaceae,Arachis,Arachis chiquitana,Arachis,chiquitana,SPECIES,ACCEPTED,NA,350,NA,NA,NA,NA,NA,NA,NA,2020-06-08T16:56:26.795+0000,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,Magnoliopsida,BO,list(),list(),"Bolivia, Plurinational State of",NA,42265634,NA,NA,"Santa Cruz Gas station, San Josй de Chiquitos",NA,ICRISATGN - Groundnut Collection,NA,42265634,NA,NA,ICRISATGN-13241,NA,IND002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,Bauhinia tuichiensis,Bauhinia tuichiensis Cayola & A.Fuentes,-68.572389,-14.333472,"cdround,gass84",gbif,1258046550,Bauhinia tuichiensis Cayola & A.Fuentes,7bd65a7a-f762-11e1-a439-00145eb45e9a,90fd6680-349f-11d8-aa2d-b8a03c50a862,c4e134d3-c68f-406d-a116-6a37895602e0,US,DWC_ARCHIVE,2020-07-16T06:06:47.327+0000,2020-07-16T06:42:17.283+0000,124,PRESERVED_SPECIMEN,8422134,6,7707728,220,1370,5386,2952935,8422134,8422134,Bauhinia tuichiensis Cayola & A.Fuentes,Plantae,Tracheophyta,Fabales,Fabaceae,Bauhinia,Bauhinia tuichiensis,Bauhinia,tuichiensis,SPECIES,DOUBTFUL,2014-01-01T00:00:00,1020,NA,La Paz,2014,4,8,16168,2014-05-29T15:20:00.000+0000,2020-07-16T06:42:17.283+0000,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,Magnoliopsida,BO,list(),list(),"Bolivia, Plurinational State of",Missouri Botanical Garden,urn:catalog:MO:Tropicos:100708929,Fuentes Claros 18770,NA,"Parque Nacional Madidi, Azariamas, ladera alta.",Tropicos,MO,NA,1258046550,urn:catalog:MO:Tropicos:100708929,PhysicalObject,100708929,Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peсa|A. Iturri|A. Fernandez|D. Mamani|J. Mamani,MO,MOBOT,A. Fuentes (LPB),NA,3,SOUTH_AMERICA,No opinion,ICNafp,Franz Tamayo,50313089,http://www.tropicos.org/Specimen/100708929,http://biocol.org/urn:lsid:biocol.org:col:15859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14-Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,Bauhinia tuichiensis,Bauhinia tuichiensis Cayola & A.Fuentes,-68.572389,-14.333472,"cdround,gass84",gbif,1258046827,Bauhinia tuichiensis Cayola & A.Fuentes,7bd65a7a-f762-11e1-a439-00145eb45e9a,90fd6680-349f-11d8-aa2d-b8a03c50a862,c4e134d3-c68f-406d-a116-6a37895602e0,US,DWC_ARCHIVE,2020-07-16T06:06:47.327+0000,2020-07-16T06:42:23.039+0000,124,PRESERVED_SPECIMEN,8422134,6,7707728,220,1370,5386,2952935,8422134,8422134,Bauhinia tuichiensis Cayola & A.Fuentes,Plantae,Tracheophyta,Fabales,Fabaceae,Bauhinia,Bauhinia tuichiensis,Bauhinia,tuichiensis,SPECIES,DOUBTFUL,2014-01-01T00:00:00,1020,NA,La Paz,2014,4,8,16168,2014-07-15T13:38:00.000+0000,2020-07-16T06:42:23.039+0000,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,Magnoliopsida,BO,list(),list(),"Bolivia, Plurinational State of",Missouri Botanical Garden,urn:catalog:MO:Tropicos:100709134,Fuentes Claros 18814,NA,"Parque Nacional Madidi, Azariamas, ladera alta.",Tropicos,MO,NA,1258046827,urn:catalog:MO:Tropicos:100709134,PhysicalObject,100709134,Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peсa|A. Iturri|A. Fernandez|D. Mamani|J. Mamani,MO,MOBOT,A. Fuentes (LPB),NA,3,SOUTH_AMERICA,No opinion,ICNafp,Franz Tamayo,50313089,http://www.tropicos.org/Specimen/100709134,http://biocol.org/urn:lsid:biocol.org:col:15859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14-Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,Bauhinia tuichiensis,Bauhinia tuichiensis Cayola & A.Fuentes,-68.542528,-14.465444,"cdround,gass84",gbif,1257938758,Bauhinia tuichiensis Cayola & A.Fuentes,7bd65a7a-f762-11e1-a439-00145eb45e9a,90fd6680-349f-11d8-aa2d-b8a03c50a862,c4e134d3-c68f-406d-a116-6a37895602e0,US,DWC_ARCHIVE,2020-07-16T06:06:47.327+0000,2020-07-16T06:41:45.779+0000,124,PRESERVED_SPECIMEN,8422134,6,7707728,220,1370,5386,2952935,8422134,8422134,Bauhinia tuichiensis Cayola & A.Fuentes,Plantae,Tracheophyta,Fabales,Fabaceae,Bauhinia,Bauhinia tuichiensis,Bauhinia,tuichiensis,SPECIES,DOUBTFUL,2013-01-01T00:00:00,951,NA,La Paz,2013,4,18,15813,2016-04-27T05:36:00.000+0000,2020-07-16T06:41:45.779+0000,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,Magnoliopsida,BO,list(),list(),"Bolivia, Plurinational State of",Missouri Botanical Garden,urn:catalog:MO:Tropicos:100594686,Fuentes Claros 17773,NA,"Parque Nacional Madidi, sector Pintata, 2 km. al SO de Sipia, pasando el rнo Limуn. Remediciуn de Parcela Permanente de Muestreo 5 (1ha).",Tropicos,MO,NA,1257938758,urn:catalog:MO:Tropicos:100594686,PhysicalObject,100594686,Alfredo F. Fuentes|S. Alvarez|Antonio Бlvarez|N. Ortuсo|J. Nina,MO,MOBOT,A. Fuentes (LPB),NA,1,SOUTH_AMERICA,No opinion,ICNafp,Franz Tamayo,50313089,http://www.tropicos.org/Specimen/100594686,http://biocol.org/urn:lsid:biocol.org:col:15859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,Bauhinia tuichiensis,Bauhinia tuichiensis Cayola & A.Fuentes,-68.692139,-14.532972,"cdround,gass84",gbif,1260045807,Bauhinia tuichiensis Cayola & A.Fuentes,7bd65a7a-f762-11e1-a439-00145eb45e9a,90fd6680-349f-11d8-aa2d-b8a03c50a862,c4e134d3-c68f-406d-a116-6a37895602e0,US,DWC_ARCHIVE,2020-07-16T06:06:47.327+0000,2020-07-16T06:41:42.676+0000,124,PRESERVED_SPECIMEN,8422134,6,7707728,220,1370,5386,2952935,8422134,8422134,Bauhinia tuichiensis Cayola & A.Fuentes,Plantae,Tracheophyta,Fabales,Fabaceae,Bauhinia,Bauhinia tuichiensis,Bauhinia,tuichiensis,SPECIES,DOUBTFUL,2007-01-01T00:00:00,767,NA,La Paz,2005,5,25,12928,2020-05-01T20:32:00.000+0000,2020-07-16T06:41:42.676+0000,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,Magnoliopsida,BO,list(),list(),"Bolivia, Plurinational State of",Missouri Botanical Garden,urn:catalog:MO:Tropicos:2704139,Fernбndez Choque 80,NA,"Parque Nacional Madidi, Azariamas al Norte de Apolo.",Tropicos,MO,NA,1260045807,urn:catalog:MO:Tropicos:2704139,PhysicalObject,2704139,A. T. Fernбndez C.|L. Cayola|J. Uzquiano|Pepe Sevillanos|Guzmбn Jove,MO,MOBOT,L. Cayola (LPB),NA,7,SOUTH_AMERICA,No opinion,ICNafp,Franz Tamayo,50313089,http://www.tropicos.org/Specimen/2704139,http://biocol.org/urn:lsid:biocol.org:col:15859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05-May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,Bauhinia tuichiensis,Bauhinia tuichiensis Cayola & A.Fuentes,-68.572389,-14.333472,"cdround,gass84",gbif,1260041751,Bauhinia tuichiensis Cayola & A.Fuentes,7bd65a7a-f762-11e1-a439-00145eb45e9a,90fd6680-349f-11d8-aa2d-b8a03c50a862,c4e134d3-c68f-406d-a116-6a37895602e0,US,DWC_ARCHIVE,2020-07-16T06:06:47.327+0000,2020-07-16T06:41:49.539+0000,124,PRESERVED_SPECIMEN,8422134,6,7707728,220,1370,5386,2952935,8422134,8422134,Bauhinia tuichiensis Cayola & A.Fuentes,Plantae,Tracheophyta,Fabales,Fabaceae,Bauhinia,Bauhinia tuichiensis,Bauhinia,tuichiensis,SPECIES,DOUBTFUL,2007-01-01T00:00:00,1010,NA,La Paz,2005,6,13,12947,2016-04-29T14:33:00.000+0000,2020-07-16T06:41:49.539+0000,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,Magnoliopsida,BO,list(),list(),"Bolivia, Plurinational State of",Missouri Botanical Garden,urn:catalog:MO:Tropicos:2700482,Campos Villanueva 114,NA,Parque Nacional Madidi. Norte de Apolo.,Tropicos,MO,NA,1260041751,urn:catalog:MO:Tropicos:2700482,PhysicalObject,2700482,C. Campos|Alejandro Araujo M.|A. Antezana|D. Choque A.|Vania Torrez|Remberto Jove|Gerardo Jove,MO,MOBOT,L. Cayola (LPB),NA,6,SOUTH_AMERICA,No opinion,ICNafp,Franz Tamayo,50313089,http://www.tropicos.org/Specimen/2700482,http://biocol.org/urn:lsid:biocol.org:col:15859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05-Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,Bauhinia tuichiensis,Bauhinia tuichiensis Cayola & A.Fuentes,-68.541111,-14.313889,"cdround,gass84",gbif,1260043411,Bauhinia tuichiensis Cayola & A.Fuentes,7bd65a7a-f762-11e1-a439-00145eb45e9a,90fd6680-349f-11d8-aa2d-b8a03c50a862,c4e134d3-c68f-406d-a116-6a37895602e0,US,DWC_ARCHIVE,2020-07-16T06:06:47.327+0000,2020-07-16T06:41:46.498+0000,124,PRESERVED_SPECIMEN,8422134,6,7707728,220,1370,5386,2952935,8422134,8422134,Bauhinia tuichiensis Cayola & A.Fuentes,Plantae,Tracheophyta,Fabales,Fabaceae,Bauhinia,Bauhinia tuichiensis,Bauhinia,tuichiensis,SPECIES,DOUBTFUL,2007-01-01T00:00:00,721,NA,La Paz,2005,6,8,12942,2020-04-21T16:56:00.000+0000,2020-07-16T06:41:46.498+0000,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,Magnoliopsida,BO,list(),list(),"Bolivia, Plurinational State of",Missouri Botanical Garden,urn:catalog:MO:Tropicos:2701980,Cayola Pйrez 1745,NA,"Parque Nacional y Area Natural de Manejo Integrado Madidi. NW de Apolo, Asariamas, Rio Resina. Bosque andino semideciduo con Anadenanthera colubrina, Trichilia sp., Capparis sp., ladera. Plantas secadas en campo.",Tropicos,MO,NA,1260043411,urn:catalog:MO:Tropicos:2701980,PhysicalObject,2701980,L. Cayola,MO,MOBOT,L. Cayola (LPB),NA,5,SOUTH_AMERICA,No opinion,ICNafp,Franz Tamayo,50313089,http://www.tropicos.org/Specimen/2701980,http://biocol.org/urn:lsid:biocol.org:col:15859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,Bauhinia tuichiensis,Bauhinia tuichiensis Cayola & A.Fuentes,-68.539444,-14.359167,"cdround,gass84",gbif,1260058285,Bauhinia tuichiensis Cayola & A.Fuentes,7bd65a7a-f762-11e1-a439-00145eb45e9a,90fd6680-349f-11d8-aa2d-b8a03c50a862,c4e134d3-c68f-406d-a116-6a37895602e0,US,DWC_ARCHIVE,2020-07-16T06:06:47.327+0000,2020-07-16T06:42:07.075+0000,124,PRESERVED_SPECIMEN,8422134,6,7707728,220,1370,5386,2952935,8422134,8422134,Bauhinia tuichiensis Cayola & A.Fuentes,Plantae,Tracheophyta,Fabales,Fabaceae,Bauhinia,Bauhinia tuichiensis,Bauhinia,tuichiensis,SPECIES,DOUBTFUL,2007-01-01T00:00:00,886,NA,La Paz,2005,6,7,12941,2020-05-26T19:30:00.000+0000,2020-07-16T06:42:07.075+0000,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,Magnoliopsida,BO,list(),list(),"Bolivia, Plurinational State of",Missouri Botanical Garden,urn:catalog:MO:Tropicos:2715771,Uzquiano Espinoza 206,NA,"Area Natural de Manejo Integrado Madidi, Asarimas. Bosque andino semideciduo, con Astronium urundeuva, Apisdosperma cylindrocarpom y Oxandra espintana. Colecta libre. Plantas secadas en campo.",Tropicos,MO,NA,1260058285,urn:catalog:MO:Tropicos:2715771,PhysicalObject,2715771,J. Uzquiano|et al.,MO,MOBOT,L. Cayola (LPB),NA,1,SOUTH_AMERICA,No opinion,ICNafp,Franz Tamayo,50313089,http://www.tropicos.org/Specimen/2715771,http://biocol.org/urn:lsid:biocol.org:col:15859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,Bauhinia tuichiensis,Bauhinia tuichiensis Cayola & A.Fuentes,-68.661944,-14.206111,"cdround,gass84",gbif,1260182347,Bauhinia tuichiensis Cayola & A.Fuentes,7bd65a7a-f762-11e1-a439-00145eb45e9a,90fd6680-349f-11d8-aa2d-b8a03c50a862,c4e134d3-c68f-406d-a116-6a37895602e0,US,DWC_ARCHIVE,2020-07-16T06:06:47.327+0000,2020-07-16T06:42:12.991+0000,124,PRESERVED_SPECIMEN,8422134,6,7707728,220,1370,5386,2952935,8422134,8422134,Bauhinia tuichiensis Cayola & A.Fuentes,Plantae,Tracheophyta,Fabales,Fabaceae,Bauhinia,Bauhinia tuichiensis,Bauhinia,tuichiensis,SPECIES,DOUBTFUL,2007-01-01T00:00:00,960,NA,La Paz,2005,9,30,13056,2018-01-11T14:54:00.000+0000,2020-07-16T06:42:12.991+0000,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,Magnoliopsida,BO,list(),list(),"Bolivia, Plurinational State of",Missouri Botanical Garden,urn:catalog:MO:Tropicos:2828576,Torrez Flores 52,NA,"Parque Nacional Madidi, Azariamas, Rio San Juan. Bosque semideciduo de yungas subandino xerico con Oxandra espintana y Erythrochiton fallax; ladera con exposicion NE. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.",Tropicos,MO,NA,1260182347,urn:catalog:MO:Tropicos:2828576,PhysicalObject,2828576,Vania Torrez|Manuel J. Macнa|D. Choque A.|Pilar Garagorri|Pepe Sevillanos|J. Mamani,MO,MOBOT,L. Cayola (LPB),NA,5,SOUTH_AMERICA,No opinion,ICNafp,Franz Tamayo,50313089,http://www.tropicos.org/Specimen/2828576,http://biocol.org/urn:lsid:biocol.org:col:15859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05-Jan,NA,NA,HOLOTYPE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
